Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Packet Length Range,First4Sum,Last4Sum,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT range,Flow Duration,Label
4.4.4.163 3.3.3.163 1194 37318 17,104,1312,2315,1208,1831,484,0,1200,2.0,75226.0,75224.0,92911.0,instagram
3.3.3.164 4.4.4.164 37318 1194 17,104,1332,5763,1228,2061,3702,8,1228,2117.0,67798.0,65681.0,125700.0,instagram
4.4.4.164 3.3.3.164 1194 37318 17,104,1312,2322,1208,1879,443,0,1200,3.0,69197.0,69194.0,91543.0,instagram
3.3.3.165 4.4.4.165 37318 1194 17,104,1332,4941,1228,2061,2880,0,1228,1384.0,115927.0,114543.0,227154.0,instagram
4.4.4.165 3.3.3.165 1194 37318 17,104,1312,2548,1208,1879,669,8,1200,11.0,48546.0,48535.0,91797.0,instagram
3.3.3.166 4.4.4.166 37318 1194 17,104,1332,4953,1228,2061,2892,8,1228,1901.0,47039.0,45138.0,115177.0,instagram
4.4.4.166 3.3.3.166 1194 37318 17,104,1312,2556,1208,1880,676,15,1200,3.0,64075.0,64072.0,113285.0,instagram
3.3.3.167 4.4.4.167 37318 1194 17,104,1332,4542,1228,2061,2481,8,1228,2616.0,69835.0,67219.0,101252.0,instagram
4.4.4.167 3.3.3.167 1194 37318 17,104,1312,2555,1208,1879,676,15,1200,16.0,61904.0,61888.0,85498.0,instagram
3.3.3.168 4.4.4.168 37318 1194 17,104,1332,4941,1228,1660,3281,0,1228,1751.0,58070.0,56319.0,95892.0,instagram
4.4.4.168 3.3.3.168 1194 37318 17,104,1312,2316,1208,1880,436,0,1200,13.0,60007.0,59994.0,73520.0,instagram
3.3.3.169 4.4.4.169 37318 1194 17,104,1332,5462,1228,1660,3802,0,1228,2187.0,173925.0,171738.0,291831.0,instagram
4.4.4.169 3.3.3.169 1194 37318 17,104,1312,2406,1208,1879,527,8,1200,2.0,60173.0,60171.0,94093.0,instagram
11.11.11.160 12.12.12.160 37160 1194 17,100,112,876,12,436,440,0,12,1839.0,1842408.0,1840569.0,1944495.0,twitter
12.12.12.160 11.11.11.160 1194 37160 17,112,112,896,0,448,448,0,0,1.0,67777.0,67776.0,115596.0,twitter
11.11.11.161 12.12.12.161 37160 1194 17,110,112,894,2,446,448,0,2,89.0,215874.0,215785.0,259706.0,twitter
12.12.12.161 11.11.11.161 1194 37160 17,112,128,912,16,464,448,0,16,22.0,196024.0,196002.0,249966.0,twitter
11.11.11.162 12.12.12.162 37160 1194 17,112,112,896,0,448,448,0,0,1446.0,2085.0,639.0,13081.0,twitter
12.12.12.162 11.11.11.162 1194 37160 17,112,112,896,0,448,448,0,0,2.0,14799.0,14797.0,26381.0,twitter
11.11.11.163 12.12.12.163 37160 1194 17,112,112,896,0,448,448,0,0,1.0,15890.0,15889.0,33487.0,twitter
12.12.12.163 11.11.11.163 1194 37160 17,112,112,896,0,448,448,0,0,4.0,20090.0,20086.0,37241.0,twitter
11.11.11.164 12.12.12.164 37160 1194 17,104,112,888,8,448,440,0,8,1758.0,58470.0,56712.0,106007.0,twitter
12.12.12.164 11.11.11.164 1194 37160 17,112,112,896,0,448,448,0,0,20.0,55251.0,55231.0,127694.0,twitter
11.11.11.165 12.12.12.165 37160 1194 17,104,112,888,8,448,440,0,8,1616.0,80881.0,79265.0,101999.0,twitter
12.12.12.165 11.11.11.165 1194 37160 17,112,112,896,0,448,448,0,0,20.0,76414.0,76394.0,105135.0,twitter
11.11.11.166 12.12.12.166 37160 1194 17,104,112,888,8,448,440,0,8,30.0,41283.0,41253.0,54617.0,twitter
12.12.12.166 11.11.11.166 1194 37160 17,104,112,888,8,448,440,0,8,2.0,84081.0,84079.0,108784.0,twitter
5.5.5.21 6.6.6.21 39668 1194 17,92,609,1361,517,913,448,0,517,1697.0,141580.0,139883.0,401834.0,linkedin
6.6.6.21 5.5.5.21 1194 39668 17,104,104,832,0,416,416,0,0,13.0,721827.0,721814.0,1139116.0,linkedin
5.5.5.22 6.6.6.22 39668 1194 17,92,609,1431,517,905,526,0,517,1874.0,108083.0,106209.0,249982.0,linkedin
6.6.6.22 5.5.5.22 1194 39668 17,92,1381,5631,1289,2958,2673,0,1289,19.0,148128.0,148109.0,255976.0,linkedin
5.5.5.23 6.6.6.23 39668 1194 17,92,609,1431,517,905,526,0,517,1675.0,109710.0,108035.0,287217.0,linkedin
6.6.6.23 5.5.5.23 1194 39668 17,92,1381,5289,1289,2958,2331,0,1289,2.0,200092.0,200090.0,314173.0,linkedin
5.5.5.24 6.6.6.24 39668 1194 17,92,609,1431,517,905,526,0,517,322.0,157476.0,157154.0,340820.0,linkedin
6.6.6.24 5.5.5.24 1194 39668 17,92,1381,5631,1289,2958,2673,0,1289,21.0,221484.0,221463.0,333740.0,linkedin
5.5.5.25 6.6.6.25 39668 1194 17,92,609,1293,517,905,388,0,517,2677.0,119063.0,116386.0,258258.0,linkedin
6.6.6.25 5.5.5.25 1194 39668 17,92,1381,5301,1289,2958,2343,0,1289,23.0,127094.0,127071.0,313980.0,linkedin
5.5.5.26 6.6.6.26 39668 1194 17,92,609,1373,517,925,448,0,517,3360.0,247540.0,244180.0,452142.0,linkedin
6.6.6.26 5.5.5.26 1194 39668 17,92,1381,5313,1289,1681,3632,0,1289,2.0,285285.0,285283.0,406407.0,linkedin
5.5.5.27 6.6.6.27 39668 1194 17,92,609,1371,517,446,925,0,517,31.0,5025650.0,5025619.0,5092174.0,linkedin
6.6.6.27 5.5.5.27 1194 39668 17,92,1381,2121,1289,440,1681,0,1289,23.0,5001969.0,5001946.0,5079410.0,linkedin
5.5.5.28 6.6.6.28 39668 1194 17,92,609,1353,517,925,428,0,517,542.0,100733.0,100191.0,204835.0,linkedin
6.6.6.28 5.5.5.28 1194 39668 17,92,1381,5313,1289,1681,3632,0,1289,2.0,89273.0,89271.0,143425.0,linkedin
5.5.5.29 6.6.6.29 39668 1194 17,92,609,1431,517,905,526,0,517,1729.0,207371.0,205642.0,341543.0,linkedin
6.6.6.29 5.5.5.29 1194 39668 17,92,1381,6578,1289,2958,3620,0,1289,2.0,161135.0,161133.0,330535.0,linkedin
5.5.5.30 6.6.6.30 39668 1194 17,104,112,880,8,440,440,0,8,100.0,5683384.0,5683284.0,5740592.0,linkedin
6.6.6.30 5.5.5.30 1194 39668 17,68,104,784,36,380,404,0,36,2.0,403867.0,403865.0,483919.0,linkedin
5.5.5.31 6.6.6.31 39668 1194 17,92,609,1341,517,917,424,0,517,208.0,363714.0,363506.0,715372.0,linkedin
6.6.6.31 5.5.5.31 1194 39668 17,92,1381,7867,1289,2958,4909,0,1289,2.0,158451.0,158449.0,328741.0,linkedin
5.5.5.32 6.6.6.32 39668 1194 17,104,180,1056,76,564,492,0,76,260.0,171249.0,170989.0,247334.0,linkedin
6.6.6.32 5.5.5.32 1194 39668 17,119,1312,2838,1193,952,1886,41,1122,20.0,245444.0,245424.0,526808.0,linkedin
5.5.5.33 6.6.6.33 1194 39668 17,104,1381,8143,1277,2619,5524,0,1277,7.0,63045.0,63038.0,127304.0,linkedin
6.6.6.33 5.5.5.33 39668 1194 17,104,621,1505,517,460,1045,0,517,1937.0,50924.0,48987.0,109583.0,linkedin
5.5.5.34 6.6.6.34 39668 1194 17,92,609,1431,517,905,526,0,517,1687.0,157629.0,155942.0,259133.0,linkedin
6.6.6.34 5.5.5.34 1194 39668 17,92,1381,6578,1289,2958,3620,0,1289,2.0,120042.0,120040.0,266299.0,linkedin
5.5.5.35 6.6.6.35 39668 1194 17,92,609,1293,517,905,388,0,517,254.0,147234.0,146980.0,331882.0,linkedin
6.6.6.35 5.5.5.35 1194 39668 17,92,1381,5301,1289,2958,2343,0,1289,3.0,213131.0,213128.0,411067.0,linkedin
5.5.5.36 6.6.6.36 39668 1194 17,92,609,1830,517,925,905,0,517,5077.0,66038.0,60961.0,172240.0,linkedin
6.6.6.36 5.5.5.36 1194 39668 17,92,1381,5301,1289,1681,3620,0,1289,3.0,67085.0,67082.0,96373.0,linkedin
5.5.5.37 6.6.6.37 39668 1194 17,104,909,1696,805,467,1229,6,805,1936.0,92785.0,90849.0,262980.0,linkedin
6.6.6.37 5.5.5.37 1194 39668 17,104,1100,2758,996,951,1807,0,601,12310.0,91151.0,78841.0,300524.0,linkedin
5.5.5.38 6.6.6.38 39668 1194 17,92,609,1431,517,905,526,0,517,169.0,108862.0,108693.0,259212.0,linkedin
6.6.6.38 5.5.5.38 1194 39668 17,92,1381,5631,1289,2958,2673,0,1289,3.0,172218.0,172215.0,267047.0,linkedin
5.5.5.39 6.6.6.39 39668 1194 17,92,609,1373,517,428,945,0,517,1033.0,280299.0,279266.0,489238.0,linkedin
6.6.6.39 5.5.5.39 1194 39668 17,92,1381,4651,1289,416,4235,0,1289,22.0,281121.0,281099.0,446748.0,linkedin
5.5.5.40 6.6.6.40 39668 1194 17,92,609,1313,517,925,388,0,517,399.0,226208.0,225809.0,346424.0,linkedin
6.6.6.40 5.5.5.40 1194 39668 17,92,1381,6590,1289,2958,3632,0,1289,2.0,193928.0,193926.0,326136.0,linkedin
9.9.9.161 10.10.10.161 46315 1194 17,104,1410,3485,1306,1738,1747,0,1306,1844.0,89623.0,87779.0,133863.0,tiktok
10.10.10.161 9.9.9.161 1194 46315 17,112,1410,5055,1298,4342,713,0,1298,21.0,90785.0,90764.0,113995.0,tiktok
9.9.9.162 10.10.10.162 46315 1194 17,92,1410,3462,1318,1698,1764,0,1318,11.0,891423.0,891412.0,1042726.0,tiktok
10.10.10.162 9.9.9.162 1194 46315 17,104,1410,5069,1306,3059,2010,0,1306,23.0,942856.0,942833.0,1057600.0,tiktok
9.9.9.163 10.10.10.163 46315 1194 17,104,1410,3502,1306,3062,440,0,1289,1520.0,129165.0,127645.0,210880.0,tiktok
10.10.10.163 9.9.9.163 1194 46315 17,104,1410,5053,1306,4613,440,0,1027,26.0,121811.0,121785.0,225277.0,tiktok
9.9.9.164 10.10.10.164 46315 1194 17,104,1410,2170,1306,1746,424,0,1298,1748.0,47389.0,45641.0,86596.0,tiktok
10.10.10.164 9.9.9.164 1194 46315 17,112,1410,5057,1298,4342,715,0,1298,2.0,74317.0,74315.0,107698.0,tiktok
5.5.5.41 6.6.6.41 46224 1194 17,92,112,856,20,448,408,0,20,1774.0,901274.0,899500.0,919422.0,linkedin
6.6.6.41 5.5.5.41 1194 46224 17,104,104,832,0,416,416,0,0,0.0,391910.0,391910.0,415904.0,linkedin
5.5.5.42 6.6.6.42 46224 1194 17,92,609,1337,517,905,432,0,517,1845.0,200910.0,199065.0,390109.0,linkedin
6.6.6.42 5.5.5.42 1194 46224 17,92,1381,7867,1289,2958,4909,0,1289,4.0,133938.0,133934.0,370452.0,linkedin
5.5.5.43 6.6.6.43 46224 1194 17,92,609,1431,517,905,526,0,517,1037.0,96656.0,95619.0,251074.0,linkedin
6.6.6.43 5.5.5.43 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,9.0,130257.0,130248.0,271440.0,linkedin
5.5.5.44 6.6.6.44 46224 1194 17,92,609,1431,517,905,526,0,517,1657.0,96509.0,94852.0,241973.0,linkedin
6.6.6.44 5.5.5.44 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,25.0,129190.0,129165.0,252772.0,linkedin
5.5.5.45 6.6.6.45 46224 1194 17,92,609,1353,517,905,448,0,517,1872.0,174046.0,172174.0,404952.0,linkedin
6.6.6.45 5.5.5.45 1194 46224 17,92,1381,5313,1289,2958,2355,0,1289,21.0,249307.0,249286.0,406742.0,linkedin
5.5.5.46 6.6.6.46 46224 1194 17,92,609,1431,517,905,526,0,517,199.0,104113.0,103914.0,241892.0,linkedin
6.6.6.46 5.5.5.46 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,9.0,123193.0,123184.0,251577.0,linkedin
5.5.5.47 6.6.6.47 46224 1194 17,68,112,832,44,404,428,0,44,422.0,443454.0,443032.0,563330.0,linkedin
6.6.6.47 5.5.5.47 1194 46224 17,68,104,784,36,380,404,0,36,2.0,508445.0,508443.0,654242.0,linkedin
5.5.5.48 6.6.6.48 46224 1194 17,92,609,1850,517,448,1402,0,517,226.0,141438.0,141212.0,331981.0,linkedin
6.6.6.48 5.5.5.48 1194 46224 17,92,1381,4651,1289,404,4247,0,1277,21.0,142994.0,142973.0,275466.0,linkedin
5.5.5.49 6.6.6.49 46224 1194 17,92,609,1431,517,905,526,0,517,1836.0,99881.0,98045.0,250508.0,linkedin
6.6.6.49 5.5.5.49 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,2.0,137382.0,137380.0,271674.0,linkedin
5.5.5.50 6.6.6.50 46224 1194 17,92,609,1431,517,905,526,0,517,1366.0,108967.0,107601.0,284535.0,linkedin
6.6.6.50 5.5.5.50 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,7.0,160980.0,160973.0,289559.0,linkedin
5.5.5.51 6.6.6.51 46224 1194 17,92,609,1431,517,905,526,0,517,1744.0,112558.0,110814.0,244421.0,linkedin
6.6.6.51 5.5.5.51 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,22.0,121394.0,121372.0,261935.0,linkedin
5.5.5.52 6.6.6.52 46224 1194 17,92,609,1285,517,917,368,0,517,2193.0,652373.0,650180.0,940383.0,linkedin
6.6.6.52 5.5.5.52 1194 46224 17,92,1381,5301,1289,2958,2343,0,1289,2.0,179078.0,179076.0,344956.0,linkedin
5.5.5.53 6.6.6.53 46224 1194 17,92,609,1333,517,925,408,0,517,2300.0,302569.0,300269.0,512838.0,linkedin
6.6.6.53 5.5.5.53 1194 46224 17,92,1381,6590,1289,2958,3632,0,1289,23.0,208142.0,208119.0,402561.0,linkedin
5.5.5.54 6.6.6.54 46224 1194 17,92,609,1313,517,905,408,0,517,184.0,256406.0,256222.0,509077.0,linkedin
6.6.6.54 5.5.5.54 1194 46224 17,92,1381,6590,1289,2958,3632,0,1289,24.0,211025.0,211001.0,472073.0,linkedin
5.5.5.55 6.6.6.55 46224 1194 17,92,609,1349,517,917,432,0,517,8.0,227893.0,227885.0,390417.0,linkedin
6.6.6.55 5.5.5.55 1194 46224 17,92,1381,7867,1289,2958,4909,0,1289,23.0,141173.0,141150.0,314152.0,linkedin
5.5.5.56 6.6.6.56 46224 1194 17,92,609,1281,517,913,368,0,517,1737.0,100955.0,99218.0,221609.0,linkedin
6.6.6.56 5.5.5.56 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,1.0,148073.0,148072.0,269865.0,linkedin
5.5.5.57 6.6.6.57 46224 1194 17,92,609,1431,517,905,526,0,517,1769.0,98352.0,96583.0,230117.0,linkedin
6.6.6.57 5.5.5.57 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,2.0,136751.0,136749.0,242218.0,linkedin
5.5.5.58 6.6.6.58 46224 1194 17,92,609,1431,517,905,526,0,517,1752.0,99774.0,98022.0,241401.0,linkedin
6.6.6.58 5.5.5.58 1194 46224 17,92,1381,5631,1289,2958,2673,0,1289,3.0,132540.0,132537.0,260466.0,linkedin
5.5.5.59 6.6.6.59 46224 1194 17,92,609,1313,517,925,388,0,517,1091.0,252597.0,251506.0,358882.0,linkedin
6.6.6.59 5.5.5.59 1194 46224 17,92,1381,6590,1289,2958,3632,0,1289,3.0,181728.0,181725.0,355000.0,linkedin
5.5.5.60 6.6.6.60 46224 1194 17,92,609,1371,517,426,945,0,517,3089.0,267720.0,264631.0,716266.0,linkedin
6.6.6.60 5.5.5.60 1194 46224 17,92,1381,5337,1289,428,4909,0,1289,2.0,259901.0,259899.0,617965.0,linkedin
3.3.3.170 4.4.4.170 47652 1194 17,104,1332,4759,1228,1660,3099,0,1228,3147.0,450361.0,447214.0,627351.0,instagram
4.4.4.170 3.3.3.170 1194 47652 17,104,1312,2322,1208,1879,443,0,1200,3.0,64245.0,64242.0,90957.0,instagram
3.3.3.171 4.4.4.171 47652 1194 17,104,1332,4759,1228,1660,3099,0,1228,1137.0,201958.0,200821.0,221777.0,instagram
4.4.4.171 3.3.3.171 1194 47652 17,112,1312,3764,1200,1880,1884,44,1200,5.0,106290.0,106285.0,214372.0,instagram
3.3.3.172 4.4.4.172 47652 1194 17,104,1332,3713,1228,1660,2053,0,1228,1985.0,732769.0,730784.0,839655.0,instagram
4.4.4.172 3.3.3.172 1194 47652 17,104,1312,2316,1208,1880,436,0,1200,13.0,34040.0,34027.0,73950.0,instagram
3.3.3.173 4.4.4.173 47652 1194 17,104,1332,4941,1228,2888,2053,0,1228,1895.0,169509.0,167614.0,230236.0,instagram
4.4.4.173 3.3.3.173 1194 47652 17,112,1312,3760,1200,1880,1880,48,1200,4.0,103678.0,103674.0,145165.0,instagram
3.3.3.174 4.4.4.174 47652 1194 17,104,1332,4941,1228,1660,3281,0,1228,996.0,103017.0,102021.0,225869.0,instagram
4.4.4.174 3.3.3.174 1194 47652 17,112,1312,3758,1200,1879,1879,48,1200,2.0,61224.0,61222.0,118205.0,instagram
5.5.5.61 6.6.6.61 1194 40872 17,92,1381,5043,1289,808,4235,0,1289,3.0,818768.0,818765.0,1142654.0,linkedin
6.6.6.61 5.5.5.61 40872 1194 17,92,609,1339,517,454,885,0,517,101.0,810810.0,810709.0,1092920.0,linkedin
5.5.5.62 6.6.6.62 40872 1194 17,92,609,1291,517,923,368,0,517,1828.0,614949.0,613121.0,923792.0,linkedin
6.6.6.62 5.5.5.62 1194 40872 17,92,1381,5325,1289,1705,3620,0,1289,26.0,600076.0,600050.0,948286.0,linkedin
5.5.5.63 6.6.6.63 1194 40872 17,68,104,784,36,380,404,0,36,2.0,823933.0,823931.0,909989.0,linkedin
6.6.6.63 5.5.5.63 40872 1194 17,92,609,1373,517,448,925,0,517,223.0,67397.0,67174.0,72296.0,linkedin
5.5.5.64 6.6.6.64 40872 1194 17,92,609,1349,517,917,432,0,517,13.0,228452.0,228439.0,413709.0,linkedin
6.6.6.64 5.5.5.64 1194 40872 17,92,1381,7867,1289,2958,4909,0,1289,20.0,186878.0,186858.0,355947.0,linkedin
5.5.5.65 6.6.6.65 40872 1194 17,92,609,1431,517,905,526,0,517,7.0,87554.0,87547.0,258234.0,linkedin
6.6.6.65 5.5.5.65 1194 40872 17,92,1381,5631,1289,2958,2673,0,1289,2.0,162431.0,162429.0,263551.0,linkedin
5.5.5.66 6.6.6.66 40872 1194 17,92,609,1810,517,925,885,0,517,1395.0,192289.0,190894.0,319698.0,linkedin
6.6.6.66 5.5.5.66 1194 40872 17,92,1381,5301,1289,1681,3620,0,1289,3.0,190069.0,190066.0,332088.0,linkedin
5.5.5.67 6.6.6.67 40872 1194 17,92,609,1325,517,917,408,0,517,1948.0,431791.0,429843.0,845070.0,linkedin
6.6.6.67 5.5.5.67 1194 40872 17,92,1381,5313,1289,2958,2355,0,1289,22.0,257458.0,257436.0,425169.0,linkedin
5.5.5.68 6.6.6.68 40872 1194 17,92,1332,3292,1240,1660,1632,0,1228,1638.0,104915.0,103277.0,206075.0,linkedin
6.6.6.68 5.5.5.68 1194 40872 17,104,1312,3752,1208,1880,1872,8,1208,2.0,77734.0,77732.0,99980.0,linkedin
5.5.5.69 6.6.6.69 40872 1194 17,92,609,1293,517,905,388,0,517,209.0,263223.0,263014.0,342335.0,linkedin
6.6.6.69 5.5.5.69 1194 40872 17,92,1381,6590,1289,2958,3632,0,1289,23.0,139232.0,139209.0,357845.0,linkedin
5.5.5.70 6.6.6.70 40872 1194 17,92,609,1431,517,905,526,0,517,1916.0,94108.0,92192.0,234925.0,linkedin
6.6.6.70 5.5.5.70 1194 40872 17,92,1381,5631,1289,2958,2673,0,1289,58.0,136619.0,136561.0,250721.0,linkedin
5.5.5.71 6.6.6.71 40872 1194 17,92,609,1353,517,925,428,0,517,74.0,99856.0,99782.0,207526.0,linkedin
6.6.6.71 5.5.5.71 1194 40872 17,92,1381,5313,1289,2958,2355,0,1289,1.0,110355.0,110354.0,207366.0,linkedin
5.5.5.72 6.6.6.72 40872 1194 17,92,609,1431,517,905,526,0,517,200.0,106919.0,106719.0,297517.0,linkedin
6.6.6.72 5.5.5.72 1194 40872 17,92,1381,5631,1289,2958,2673,0,1289,3.0,196321.0,196318.0,307676.0,linkedin
5.5.5.73 6.6.6.73 40872 1194 17,92,609,1431,517,905,526,0,517,212.0,102327.0,102115.0,236607.0,linkedin
6.6.6.73 5.5.5.73 1194 40872 17,92,1381,5289,1289,2958,2331,0,1289,19.0,122353.0,122334.0,247571.0,linkedin
5.5.5.74 6.6.6.74 40872 1194 17,92,609,1373,517,925,448,0,517,1964.0,300077.0,298113.0,430910.0,linkedin
6.6.6.74 5.5.5.74 1194 40872 17,92,1381,6590,1289,2958,3632,0,1289,20.0,195356.0,195336.0,407400.0,linkedin
5.5.5.75 6.6.6.75 40872 1194 17,92,609,1431,517,905,526,0,517,953.0,267930.0,266977.0,467156.0,linkedin
6.6.6.75 5.5.5.75 1194 40872 17,92,1381,5631,1289,2958,2673,0,1289,21.0,378216.0,378195.0,484203.0,linkedin
5.5.5.76 6.6.6.76 40872 1194 17,92,609,1431,517,905,526,0,517,1651.0,103776.0,102125.0,240746.0,linkedin
6.6.6.76 5.5.5.76 1194 40872 17,92,1381,5631,1289,2958,2673,0,1289,27.0,123227.0,123200.0,252102.0,linkedin
5.5.5.77 6.6.6.77 40872 1194 17,92,609,1291,517,923,368,0,517,1839.0,96260.0,94421.0,196074.0,linkedin
6.6.6.77 5.5.5.77 1194 40872 17,92,1381,5325,1289,1705,3620,0,1289,2.0,122058.0,122056.0,237964.0,linkedin
5.5.5.78 6.6.6.78 40872 1194 17,92,609,1431,517,905,526,0,517,1505.0,86913.0,85408.0,218667.0,linkedin
6.6.6.78 5.5.5.78 1194 40872 17,92,1381,5631,1289,2958,2673,0,1289,16.0,122741.0,122725.0,238056.0,linkedin
5.5.5.79 6.6.6.79 40872 1194 17,92,609,1333,517,925,408,0,517,308.0,300933.0,300625.0,466595.0,linkedin
6.6.6.79 5.5.5.79 1194 40872 17,92,1381,6590,1289,2958,3632,0,1289,3.0,169986.0,169983.0,388750.0,linkedin
5.5.5.80 6.6.6.80 40872 1194 17,92,609,1293,517,905,388,0,517,1771.0,175186.0,173415.0,314419.0,linkedin
6.6.6.80 5.5.5.80 1194 40872 17,92,1381,5301,1289,2958,2343,0,1289,3.0,177623.0,177620.0,390293.0,linkedin
13.13.13.1 14.14.14.1 55643 1194 17,104,278,1148,174,606,542,0,174,2940.0,464631.0,461691.0,715110.0,wikipedia
14.14.14.1 13.13.13.1 1194 55643 17,112,1381,7147,1269,3860,3287,0,1269,19.0,173502.0,173483.0,373848.0,wikipedia
13.13.13.1 14.14.14.1 5353 5353 17,62,290,1453,228,749,704,0,228,61300.0,1120140.0,1058840.0,3001583.0,wikipedia
13.13.13.2 14.14.14.2 55643 1194 17,104,292,1210,188,432,778,0,188,31.0,212059.0,212028.0,353066.0,wikipedia
14.14.14.2 13.13.13.2 1194 55643 17,112,1381,7719,1269,2986,4733,0,1269,3.0,108919.0,108916.0,124334.0,wikipedia
13.13.13.3 14.14.14.3 55643 1194 17,104,616,1692,512,600,1092,0,474,10229.0,160337.0,150108.0,516850.0,wikipedia
14.14.14.3 13.13.13.3 1194 55643 17,112,1381,7147,1269,3860,3287,0,1269,22.0,191980.0,191958.0,421855.0,wikipedia
13.13.13.4 14.14.14.4 55253 1194 17,104,292,1222,188,620,602,0,188,2841.0,155820.0,152979.0,363179.0,wikipedia
14.14.14.4 13.13.13.4 1194 55253 17,112,1381,7720,1269,2986,4734,0,1269,1.0,76140.0,76139.0,162929.0,wikipedia
13.13.13.4 14.14.14.4 17500 17500 17,161,161,1288,0,644,644,0,0,30005753.0,30007835.0,2082.000000001,210049873.0,wikipedia
13.13.13.5 14.14.14.5 55253 1194 17,104,292,1242,188,624,618,8,188,11.0,323017.0,323006.0,722786.0,wikipedia
14.14.14.5 13.13.13.5 1194 55253 17,112,1381,7718,1269,3859,3859,0,1269,1.0,274195.0,274194.0,718947.0,wikipedia
13.13.13.5 14.14.14.5 17500 17500 17,161,161,1288,0,644,644,0,0,30005238.0,30008421.0,3183.0,210047214.0,wikipedia
13.13.13.6 14.14.14.6 55253 1194 17,104,292,1170,188,612,558,0,188,2873.0,283756.0,280883.0,546816.0,wikipedia
14.14.14.6 13.13.13.6 1194 55253 17,112,1381,5448,1269,3860,1588,0,1269,0.0,300852.0,300852.0,558712.0,wikipedia
13.13.13.6 14.14.14.6 17500 17500 17,161,161,1288,0,644,644,0,0,30004865.0,30006502.0,1637.000000002,210039157.0,wikipedia
13.13.13.7 14.14.14.7 40314 1194 17,104,292,1162,188,620,542,0,188,15.0,489259.0,489244.0,739533.0,wikipedia
14.14.14.7 13.13.13.7 1194 40314 17,112,1381,6755,1269,3861,2894,0,1269,0.0,314774.0,314774.0,718983.0,wikipedia
13.13.13.8 14.14.14.8 40314 1194 17,104,1142,2192,1038,612,1580,0,1038,9276.0,719280.0,710004.0,1261800.0,wikipedia
14.14.14.8 13.13.13.8 1194 40314 17,104,1381,4648,1277,3861,787,0,1269,1.0,908467.0,908466.0,1171854.0,wikipedia
13.13.13.9 14.14.14.9 1194 40314 17,104,1381,3617,1277,639,2978,0,1269,0.0,1023447.0,1023447.0,1309621.0,wikipedia
14.14.14.9 13.13.13.9 40314 1194 17,104,292,1079,188,475,604,0,188,11.0,945094.0,945083.0,1193225.0,wikipedia
13.13.13.10 14.14.14.10 40314 1194 17,104,1142,2192,1038,612,1580,0,1038,1.0,581749.0,581748.0,970726.0,wikipedia
14.14.14.10 13.13.13.10 1194 40314 17,104,1381,4647,1277,3860,787,0,1269,0.0,712603.0,712603.0,989496.0,wikipedia
13.13.13.11 14.14.14.11 42395 1194 17,104,292,1162,188,620,542,0,188,12.0,507750.0,507738.0,749021.0,wikipedia
14.14.14.11 13.13.13.11 1194 42395 17,112,1381,6754,1269,3860,2894,0,1269,0.0,626495.0,626495.0,1048093.0,wikipedia
13.13.13.12 14.14.14.12 42395 1194 17,104,856,1906,752,612,1294,0,626,12.0,132775.0,132763.0,402758.0,wikipedia
14.14.14.12 13.13.13.12 1194 42395 17,112,1381,6755,1269,3861,2894,0,1269,1.0,182433.0,182432.0,512275.0,wikipedia
13.13.13.13 14.14.14.13 42395 1194 17,104,856,1906,752,612,1294,0,626,13.0,105894.0,105881.0,299495.0,wikipedia
14.14.14.13 13.13.13.13 1194 42395 17,112,1381,6754,1269,3860,2894,0,1269,0.0,176016.0,176016.0,567210.0,wikipedia
13.13.13.14 14.14.14.14 42395 1194 17,104,292,1338,188,620,718,8,188,3369.0,119539.0,116170.0,333898.0,wikipedia
14.14.14.14 13.13.13.14 1194 42395 17,112,1381,7719,1269,2986,4733,0,1269,0.0,77828.0,77828.0,191933.0,wikipedia
13.13.13.15 14.14.14.15 42395 1194 17,104,641,1677,537,598,1079,0,411,1.0,133002.0,133001.0,407980.0,wikipedia
14.14.14.15 13.13.13.15 1194 42395 17,112,1381,6166,1269,3861,2305,0,1269,0.0,182742.0,182742.0,431857.0,wikipedia
13.13.13.16 14.14.14.16 42395 1194 17,104,1142,2192,1038,612,1580,0,1038,14.0,511228.0,511214.0,899876.0,wikipedia
14.14.14.16 13.13.13.16 1194 42395 17,104,1381,4648,1277,3861,787,0,1269,1.0,691780.0,691779.0,911938.0,wikipedia
13.13.13.17 14.14.14.17 42395 1194 17,104,292,1044,188,612,432,0,188,11.0,117692.0,117681.0,302641.0,wikipedia
14.14.14.17 13.13.13.17 1194 42395 17,112,1381,5842,1269,3859,1983,0,1269,1.0,174568.0,174567.0,421155.0,wikipedia
13.13.13.18 14.14.14.18 1194 56075 17,104,1381,5561,1277,1701,3860,0,1269,1.0,832949.0,832948.0,1838151.0,wikipedia
